city,date,temp,o3,dewpoint,pm10,season,yday,month,year
chic,1997-11-26,43,9.033927712,23.625,33.7272634641,Autumn,330,Nov,1997
chic,1997-11-27,37.5,7.275335381,39,27.506687653,Autumn,331,Nov,1997
chic,1997-11-28,49,4.999315507,45.25,26.460234992,Autumn,332,Nov,1997
chic,1997-11-29,45.5,5.47861927,47.125,47.377362063,Autumn,333,Nov,1997
chic,1997-11-30,42,15.479246923,31.875,16.48376763,Autumn,334,Nov,1997
chic,1997-12-01,37,21.8899204612,31.125,2.33040074,Autumn,335,Dec,1997
chic,1997-12-02,36.5,9.034914135,30,28.286201842,Autumn,336,Dec,1997
chic,1997-12-03,36.5,2.97547475,32.75,27.457983211,Autumn,337,Dec,1997
chic,1997-12-04,32,6.668088023,21.375,10.361548072,Autumn,338,Dec,1997
chic,1997-12-05,26,5.713654656,17.375,17.474807742,Autumn,339,Dec,1997
chic,1997-12-06,28.5,8.989306206,25.75,19.832784032,Autumn,340,Dec,1997
chic,1997-12-07,30,9.578949412,27,12.593592272,Autumn,341,Dec,1997
chic,1997-12-08,28.5,6.160890245,26.875,26.541106084,Autumn,342,Dec,1997
chic,1997-12-09,33,3.329629224,30.625,36.5199216243,Autumn,343,Dec,1997
chic,1997-12-10,34.5,13.864123522,31,7.689420014,Autumn,344,Dec,1997
chic,1997-12-11,33.5,17.906789995,25,9.747431064,Autumn,345,Dec,1997
chic,1997-12-12,27.5,10.487302319,21.25,25.082705009,Autumn,346,Dec,1997
chic,1997-12-13,26.5,6.909747484,22.25,22.926989074,Autumn,347,Dec,1997
chic,1997-12-14,31,5.322015789,25.875,31.882790179,Autumn,348,Dec,1997
chic,1997-12-15,37.5,4.512416304,30.875,48.888527346,Autumn,349,Dec,1997
chic,1997-12-16,39,5.062039214,30,52.987825337,Autumn,350,Dec,1997
chic,1997-12-17,37,7.970614184,26.5,47.957438597,Autumn,351,Dec,1997
chic,1997-12-18,38.5,4.118907564,32.75,44.691614617,Autumn,352,Dec,1997
chic,1997-12-19,40.5,3.524463234,33.125,52.018212077,Autumn,353,Dec,1997
chic,1997-12-20,33,9.071323134,23.875,14.125946881,Autumn,354,Dec,1997
chic,1997-12-21,32.5,16.468504108,25,13.248484848,Autumn,355,Dec,1997
chic,1997-12-22,34.5,7.362736854,33,14.210204392,Autumn,356,Dec,1997
chic,1997-12-23,34,3.879772974,27.625,38.3013646105,Autumn,357,Dec,1997
chic,1997-12-24,34,6.740086894,31.5,31.463621037,Autumn,358,Dec,1997
chic,1997-12-25,30.5,7.607853044,24.5,13.373187812,Autumn,359,Dec,1997
chic,1997-12-26,28.5,5.770262323,23.75,23.326226489,Autumn,360,Dec,1997
chic,1997-12-27,23,6.411491858,13.75,16.285727437,Autumn,361,Dec,1997
chic,1997-12-28,25.5,6.107994889,28.75,28.19149376,Autumn,362,Dec,1997
chic,1997-12-29,29.5,3.823882394,23.625,22.274366689,Autumn,363,Dec,1997
chic,1997-12-30,21.5,6.969592984,17.25,23.925523638,Autumn,364,Dec,1997
chic,1997-12-31,18,11.424147635,5.25,26.379339064,Autumn,365,Dec,1997
chic,1998-01-01,28,14.273193898,22.5,23.390388788,Winter,1,Jan,1998
chic,1998-01-02,44,9.941647914,35.9,39.4171390827,Winter,2,Jan,1998
chic,1998-01-03,47,11.830261647,46.9,27.261621577,Winter,3,Jan,1998
chic,1998-01-04,45,8.871308309,40,10.269908874,Winter,4,Jan,1998
chic,1998-01-05,48,4.995692728,46.7,20.060360354,Winter,5,Jan,1998
chic,1998-01-06,43,9.032827125,41.1,39.1842735107,Winter,6,Jan,1998
chic,1998-01-07,38,16.452569919,34.2,NA,Winter,7,Jan,1998
chic,1998-01-08,34,17.750451802,30.8,0.330359316999999,Winter,8,Jan,1998
chic,1998-01-09,25,12.864257825,25.3,15.179526873,Winter,9,Jan,1998
chic,1998-01-10,12,13.238251351,2.8,19.240300353,Winter,10,Jan,1998
chic,1998-01-11,18,8.143275018,7.1,30.806043992,Winter,11,Jan,1998
chic,1998-01-12,23,3.298827974,20.6,27.301073838,Winter,12,Jan,1998
chic,1998-01-13,7,7.921954692,-6,40.1795268771,Winter,13,Jan,1998
chic,1998-01-14,17,10.888756862,15.4,45.18930709,Winter,14,Jan,1998
chic,1998-01-15,28,6.015316052,23.1,28.246138234,Winter,15,Jan,1998
chic,1998-01-16,28,10.60119343,23.6,17.293099556,Winter,16,Jan,1998
chic,1998-01-17,23,4.680554287,21.9,33.8541546097,Winter,17,Jan,1998
chic,1998-01-18,16,5.133443143,13.5,36.2489006651,Winter,18,Jan,1998
chic,1998-01-19,24,3.271598744,19.1,41.2571879579,Winter,19,Jan,1998
chic,1998-01-20,26,4.979383252,21.3,58.231897427,Winter,20,Jan,1998
chic,1998-01-21,31,5.605710995,26.8,36.0340022475,Winter,21,Jan,1998
chic,1998-01-22,32,2.858034571,29.9,36.0036155072,Winter,22,Jan,1998
chic,1998-01-23,28,3.142815243,25.8,39.3481784939,Winter,23,Jan,1998
chic,1998-01-24,28,3.830004691,24.2,42.199748104,Winter,24,Jan,1998
chic,1998-01-25,28,10.644944872,22.9,24.313007772,Winter,25,Jan,1998
chic,1998-01-26,31,3.284965583,28.6,43.298611164,Winter,26,Jan,1998
chic,1998-01-27,33,2.992380321,30.4,32.6182832719,Winter,27,Jan,1998
chic,1998-01-28,36,2.921062708,32.5,38.5796092388,Winter,28,Jan,1998
chic,1998-01-29,37,6.003861673,30.6,31.079191405,Winter,29,Jan,1998
chic,1998-01-30,31,7.493304441,25.6,18.609995979,Winter,30,Jan,1998
chic,1998-01-31,35,6.841358596,29.1,36.7287805095,Winter,31,Jan,1998
chic,1998-02-01,39,8.644216601,31,25.635925051,Winter,32,Feb,1998
chic,1998-02-02,33,12.30244893,26.6,16.98570343,Winter,33,Feb,1998
chic,1998-02-03,34,15.970268945,28.9,24.947029396,Winter,34,Feb,1998
chic,1998-02-04,32,26.7500896613,25.6,13.98994661,Winter,35,Feb,1998
chic,1998-02-05,32,29.560280572900002,27.4,5.87796862,Winter,36,Feb,1998
chic,1998-02-06,36,24.8815524544,29.4,13.91664266,Winter,37,Feb,1998
chic,1998-02-07,34,20.9676202199,28.7,28.98789513,Winter,38,Feb,1998
chic,1998-02-08,33,25.9229856177,28.3,26.049155814,Winter,39,Feb,1998
chic,1998-02-09,35,5.953207168,28.8,87.074017693,Winter,40,Feb,1998
chic,1998-02-10,39,7.616033438,33.9,64.649820497,Winter,41,Feb,1998
chic,1998-02-11,41,5.362857215,38.6,33.0049569194,Winter,42,Feb,1998
chic,1998-02-12,35,15.204465314,28.3,11.946945873,Winter,43,Feb,1998
chic,1998-02-13,36,8.394360783,31.4,35.8123488035,Winter,44,Feb,1998
chic,1998-02-14,38,8.317100255,31,32.7952168157,Winter,45,Feb,1998
chic,1998-02-15,43,10.154037573,32,27.833890849,Winter,46,Feb,1998
chic,1998-02-16,42,11.702151149,35.3,34.6135060455,Winter,47,Feb,1998
chic,1998-02-17,41,13.074999372,38.8,14.750721134,Winter,48,Feb,1998
chic,1998-02-18,39,19.049999641,35.3,NA,Winter,49,Feb,1998
chic,1998-02-19,40,8.958724805,35,20.675242503,Winter,50,Feb,1998
chic,1998-02-20,39,12.292415769,33.5,20.973707806,Winter,51,Feb,1998
chic,1998-02-21,38,15.875049985,30.1,16.902082456,Winter,52,Feb,1998
chic,1998-02-22,44,15.246287078,35,40.7344462507,Winter,53,Feb,1998
chic,1998-02-23,41,21.2083537177,29.7,31.709244992,Winter,54,Feb,1998
chic,1998-02-24,45,10.772077402,36.7,40.6954708877,Winter,55,Feb,1998
chic,1998-02-25,42,20.449500278,34.6,41.6601263419,Winter,56,Feb,1998
chic,1998-02-26,54,17.133834918,36.7,38.8427428105,Winter,57,Feb,1998
chic,1998-02-27,42,16.704281888,37.7,29.784891571,Winter,58,Feb,1998
chic,1998-02-28,41,14.239184787,33.2,22.833975952,Winter,59,Feb,1998
chic,1998-03-01,35,14.019870111,28.5,7.848252452,Winter,60,Mar,1998
chic,1998-03-02,33,7.959817545,31.5,17.817949422,Winter,61,Mar,1998
chic,1998-03-03,34,19.969905276,30.4,6.667937923,Winter,62,Mar,1998
chic,1998-03-04,34,23.2125366634,24.1,14.938927721,Winter,63,Mar,1998
chic,1998-03-05,36,22.0917764001,24.1,10.812205961,Winter,64,Mar,1998
chic,1998-03-06,34,12.622304654,27.9,33.5389290259,Winter,65,Mar,1998
chic,1998-03-07,36,25.1630787603,28.1,28.817715598,Winter,66,Mar,1998
chic,1998-03-08,38,24.5500838066,34.2,12.795677031,Winter,67,Mar,1998
chic,1998-03-09,26,31.1555911615,20.7,21.88567493,Winter,68,Mar,1998
chic,1998-03-10,18,21.8788847348,4.9,15.614610052,Winter,69,Mar,1998
chic,1998-03-11,18,18.318162261,2.3,17.650422722,Winter,70,Mar,1998
chic,1998-03-12,18,14.604815644,6.7,37.6398247541,Winter,71,Mar,1998
chic,1998-03-13,29,17.410727105,20.7,50.460340078,Winter,72,Mar,1998
chic,1998-03-14,28,27.8154874045,14,15.369430992,Winter,73,Mar,1998
chic,1998-03-15,27,30.4613156537,20.9,13.285361453,Winter,74,Mar,1998
chic,1998-03-16,30,29.8392313412,22.6,21.572599032,Winter,75,Mar,1998
chic,1998-03-17,36,15.902015541,31.7,35.7461527503,Winter,76,Mar,1998
chic,1998-03-18,45,5.550552631,41.9,37.4554205991,Winter,77,Mar,1998
chic,1998-03-19,37,21.207073203,34.2,3.894913082,Winter,78,Mar,1998
chic,1998-03-20,35,38.808747135,27.1,6.035408952,Winter,79,Mar,1998
chic,1998-03-21,37,37.162513356,24.7,3.00532215599999,Winter,80,Mar,1998
chic,1998-03-22,36,28.5549974312,22.6,9.145080529,Winter,81,Mar,1998
chic,1998-03-23,38,17.558936679,21.6,38.1368160642,Winter,82,Mar,1998
chic,1998-03-24,40,16.057366237,23.3,32.709619924,Winter,83,Mar,1998
chic,1998-03-25,51,19.814601807,38.6,38.1588546317,Winter,84,Mar,1998
chic,1998-03-26,68,32.851406901,53.9,95.114777497,Winter,85,Mar,1998
chic,1998-03-27,67,32.379442058,52.3,100.059883565,Winter,86,Mar,1998
chic,1998-03-28,57,29.9783664279,50.9,16.243395557,Winter,87,Mar,1998
chic,1998-03-29,62,22.788370189,54.3,42.2296214495,Winter,88,Mar,1998
chic,1998-03-30,73,25.7726214498,59.4,31.33551305,Winter,89,Mar,1998
chic,1998-03-31,59,22.8902807762,51.7,28.224111808,Winter,90,Mar,1998
chic,1998-04-01,44,19.802284701,36.6,16.157996107,Spring,91,Apr,1998
chic,1998-04-02,44,13.979095971,37.1,13.511806905,Spring,92,Apr,1998
chic,1998-04-03,41,19.259493024,35,13.476009311,Spring,93,Apr,1998
chic,1998-04-04,41,28.3212185419,28.1,5.699149801,Spring,94,Apr,1998
chic,1998-04-05,41,20.059699584,23.7,16.494741571,Spring,95,Apr,1998
chic,1998-04-06,48,18.762214866,32.6,31.817607106,Spring,96,Apr,1998
chic,1998-04-07,52,18.149817949,39.4,49.938842975,Spring,97,Apr,1998
chic,1998-04-08,48,8.663955747,46.3,20.928577402,Spring,98,Apr,1998
chic,1998-04-09,43,25.5806562156,32.8,10.702816563,Spring,99,Apr,1998
chic,1998-04-10,46,25.1080254689,27,16.716590673,Spring,100,Apr,1998
chic,1998-04-11,50,21.051806005,34.9,32.435093804,Spring,101,Apr,1998
chic,1998-04-12,64,42.946788511,38.5,40.6449653274,Spring,102,Apr,1998
chic,1998-04-13,62,31.741030801,46.7,49.620171939,Spring,103,Apr,1998
chic,1998-04-14,58,21.2321649885,48.1,23.890460846,Spring,104,Apr,1998
chic,1998-04-15,53,12.915307153,46.6,47.734983851,Spring,105,Apr,1998
chic,1998-04-16,42,10.35486849,40,9.765286885,Spring,106,Apr,1998
chic,1998-04-17,45,17.439331995,30.2,21.143257705,Spring,107,Apr,1998
chic,1998-04-18,50,19.910914521,32.1,41.7157001041,Spring,108,Apr,1998
chic,1998-04-19,52,28.1635935281,33,27.823138121,Spring,109,Apr,1998
chic,1998-04-20,52,22.4899537021,40.8,45.795463761,Spring,110,Apr,1998
chic,1998-04-21,50,29.6464955916,46.2,28.537881163,Spring,111,Apr,1998
chic,1998-04-22,53,30.2280323526,37.1,23.548900447,Spring,112,Apr,1998
chic,1998-04-23,56,18.241370966,35.6,44.814845863,Spring,113,Apr,1998
chic,1998-04-24,62,26.2032662108,36.5,48.548900447,Spring,114,Apr,1998
chic,1998-04-25,56,29.5132371261,46.8,40.4910492072,Spring,115,Apr,1998
chic,1998-04-26,48,26.9176650629,43.3,25.627086697,Spring,116,Apr,1998
chic,1998-04-27,45,30.8590690012,27.5,10.799662767,Spring,117,Apr,1998
chic,1998-04-28,46,21.6993390593,33.8,28.593051202,Spring,118,Apr,1998
chic,1998-04-29,54,12.796435545,48.4,52.838083776,Spring,119,Apr,1998
chic,1998-04-30,55,9.747819924,51.3,37.6977343971,Spring,120,Apr,1998
chic,1998-05-01,59,12.026758266,53.7,26.739056711,Spring,121,May,1998
chic,1998-05-02,57,18.549683335,52,41.7796511867,Spring,122,May,1998
chic,1998-05-03,53,21.6135524033,50.3,19.494801466,Spring,123,May,1998
chic,1998-05-04,60,20.303379555,47,28.48378218,Spring,124,May,1998
chic,1998-05-05,62,19.044155283,54.1,44.082214755,Spring,125,May,1998
chic,1998-05-06,68,23.5923558399,56.8,39.5361237773,Spring,126,May,1998
chic,1998-05-07,57,23.0793042078,56,34.5554075239,Spring,127,May,1998
chic,1998-05-08,62,34.820056735,51.3,19.741607132,Spring,128,May,1998
chic,1998-05-09,58,24.6420964269,43.5,13.758057852,Spring,129,May,1998
chic,1998-05-10,58,26.730200428,40.1,9.73601928,Spring,130,May,1998
chic,1998-05-11,61,21.6133892784,48.1,30.593878924,Spring,131,May,1998
chic,1998-05-12,63,33.355092436,55.1,57.650596086,Spring,132,May,1998
chic,1998-05-13,68,29.7627873457,52.5,40.6202930556,Spring,133,May,1998
chic,1998-05-14,68,33.672484456,55.4,52.666363169,Spring,134,May,1998
chic,1998-05-15,75,36.306834201,65.8,110.599173554,Spring,135,May,1998
chic,1998-05-16,72,34.450115451,50.9,34.55785124,Spring,136,May,1998
chic,1998-05-17,68,26.1304088309,49.2,35.0119292651,Spring,137,May,1998
chic,1998-05-18,76,35.230104161,49.4,101.488980717,Spring,138,May,1998
chic,1998-05-19,79,35.468793119,61,91.546831956,Spring,139,May,1998
chic,1998-05-20,65,20.62162403,52.8,45.44859224,Spring,140,May,1998
chic,1998-05-21,64,25.1496667008,46.9,33.452203857,Spring,141,May,1998
chic,1998-05-22,57,20.567457336,47.9,28.57892562,Spring,142,May,1998
chic,1998-05-23,61,32.031225104,45.5,33.418526659,Spring,143,May,1998
chic,1998-05-24,61,31.689306042,54.3,27.46046832,Spring,144,May,1998
chic,1998-05-25,62,35.924091742,48.3,16.38884298,Spring,145,May,1998
chic,1998-05-26,63,24.9074707953,45.7,38.3619321097,Spring,146,May,1998
chic,1998-05-27,67,35.25646016,52.8,69.338911845,Spring,147,May,1998
chic,1998-05-28,75,31.381215114,64.3,82.377479339,Spring,148,May,1998
chic,1998-05-29,74,26.8808487316,62.3,30.286112254,Spring,149,May,1998
chic,1998-05-30,73,32.141614455,62.7,60.23422865,Spring,150,May,1998
chic,1998-05-31,70,37.703093559,60.2,34.2066804404,Spring,151,May,1998
chic,1998-06-01,63,25.4868917002,45.7,28.437316151,Spring,152,Jun,1998
chic,1998-06-02,63,24.4881655577,50.7,38.1030991739,Spring,153,Jun,1998
chic,1998-06-03,55,13.018402049,45.7,23.081060607,Spring,154,Jun,1998
chic,1998-06-04,56,22.1732181039,37.7,26.574958112,Spring,155,Jun,1998
chic,1998-06-05,50,19.238902605,41.6,10.915771347,Spring,156,Jun,1998
chic,1998-06-06,54,7.453970291,38.9,16.871694217,Spring,157,Jun,1998
chic,1998-06-07,58,21.5442105666,41.1,11.057571088,Spring,158,Jun,1998
chic,1998-06-08,56,16.807597852,46,42.7075068874,Spring,159,Jun,1998
chic,1998-06-09,61,15.933838962,59,24.71577135,Spring,160,Jun,1998
chic,1998-06-10,68,21.1802838261,58,38.3182317647,Spring,161,Jun,1998
chic,1998-06-11,68,17.505278561,65.8,37.7019972455,Spring,162,Jun,1998
chic,1998-06-12,74,30.7699382606,61.5,22.655165287,Spring,163,Jun,1998
chic,1998-06-13,69,31.835332979,58.2,16.756711956,Spring,164,Jun,1998
chic,1998-06-14,67,27.26768385,57.5,28.630371901,Spring,165,Jun,1998
chic,1998-06-15,70,27.1640466802,58.7,24.56701102,Spring,166,Jun,1998
chic,1998-06-16,70,13.79020052,61.2,40.0753198581,Spring,167,Jun,1998
chic,1998-06-17,73,20.754862497,63.7,38.7185261711,Spring,168,Jun,1998
chic,1998-06-18,77,34.503680787,69.3,56.80392562,Spring,169,Jun,1998
chic,1998-06-19,73,29.7174029339,61.2,34.6618340573,Spring,170,Jun,1998
chic,1998-06-20,78,31.845941163,68,39.6420798901,Spring,171,Jun,1998
chic,1998-06-21,79,32.430508606,66,14.639325067,Spring,172,Jun,1998
chic,1998-06-22,74,26.9760644106,61.9,32.083727322,Spring,173,Jun,1998
chic,1998-06-23,74,39.885279766,60.6,38.5842286505,Spring,174,Jun,1998
chic,1998-06-24,83,34.970056938,70.2,74.606267218,Spring,175,Jun,1998
chic,1998-06-25,83,41.959948413,70.8,66.617780268,Spring,176,Jun,1998
chic,1998-06-26,79,37.490804726,68.4,45.445389177,Spring,177,Jun,1998
chic,1998-06-27,82,47.711419059,70.3,44.406821684,Spring,178,Jun,1998
chic,1998-06-28,78,37.746705372,69,24.510269222,Spring,179,Jun,1998
chic,1998-06-29,77,19.731297561,68.2,33.337951161,Spring,180,Jun,1998
chic,1998-06-30,74,25.3632505227,60.5,18.32693188,Spring,181,Jun,1998
chic,1998-07-01,70,23.1402508892,56.7,29.46772625,Summer,182,Jul,1998
chic,1998-07-02,73,25.6688881285,57.8,56.332651632,Summer,183,Jul,1998
chic,1998-07-03,79,32.118875195,65.4,50.346425737,Summer,184,Jul,1998
chic,1998-07-04,69,24.8161438887,62.4,24.92644426,Summer,185,Jul,1998
chic,1998-07-05,70,24.733815439,56.3,14.384536626,Summer,186,Jul,1998
chic,1998-07-06,78,27.7945362544,69,42.370724475,Summer,187,Jul,1998
chic,1998-07-07,72,33.636823164,66.7,32.492874349,Summer,188,Jul,1998
chic,1998-07-08,74,33.915140633,64.9,22.531698505,Summer,189,Jul,1998
chic,1998-07-09,75,32.248862869,64.2,40.5183277307,Summer,190,Jul,1998
chic,1998-07-10,73,29.8930529426,62.4,32.849607313,Summer,191,Jul,1998
chic,1998-07-11,71,37.640621499,55.9,21.441192745,Summer,192,Jul,1998
chic,1998-07-12,71,37.817918162,55.6,24.438437924,Summer,193,Jul,1998
chic,1998-07-13,73,34.180380697,60.3,74.387598556,Summer,194,Jul,1998
chic,1998-07-14,78,37.133555539,67.1,87.374305458,Summer,195,Jul,1998
chic,1998-07-15,79,36.652765655,66.1,58.476233833,Summer,196,Jul,1998
chic,1998-07-16,80,21.7114546084,57.9,33.388667242,Summer,197,Jul,1998
chic,1998-07-17,75,27.4743571144,64.7,43.5037820424,Summer,198,Jul,1998
chic,1998-07-18,77,30.659841486,65.5,63.473479012,Summer,199,Jul,1998
chic,1998-07-19,81,32.886071657,71.8,33.462691175,Summer,200,Jul,1998
chic,1998-07-20,79,26.4661504297,68.1,37.1810501005,Summer,201,Jul,1998
chic,1998-07-21,85,34.037708253,72.9,57.211353131,Summer,202,Jul,1998
chic,1998-07-22,76,17.850471695,67.6,24.595521483,Summer,203,Jul,1998
chic,1998-07-23,73,19.646352444,56.6,38.159011533,Summer,204,Jul,1998
chic,1998-07-24,72,20.499182091,51.1,26.20859831,Summer,205,Jul,1998
chic,1998-07-25,70,23.9157201252,55.4,28.22877363,Summer,206,Jul,1998
chic,1998-07-26,70,27.0994124553,56.8,19.213290841,Summer,207,Jul,1998
chic,1998-07-27,74,26.8181586938,65.1,39.2408390528,Summer,208,Jul,1998
chic,1998-07-28,79,24.3953160761,64.9,43.752272393,Summer,209,Jul,1998
chic,1998-07-29,77,32.261669704,55.2,21.216045661,Summer,210,Jul,1998
chic,1998-07-30,72,19.684745654,57.5,30.254613158,Summer,211,Jul,1998
chic,1998-07-31,71,24.1226271909,54.7,13.255514393,Summer,212,Jul,1998
chic,1998-08-01,72,30.4997029574,57.3,29.272612877,Summer,213,Aug,1998
chic,1998-08-02,72,38.512649771,55.9,26.311180371,Summer,214,Aug,1998
chic,1998-08-03,78,32.452490833,64.8,62.209398158,Summer,215,Aug,1998
chic,1998-08-04,70,20.047409562,68.6,29.33872858,Summer,216,Aug,1998
chic,1998-08-05,76,22.014592721,70.7,27.286386982,Summer,217,Aug,1998
chic,1998-08-06,78,19.954871867,71.3,39.5140204441,Summer,218,Aug,1998
chic,1998-08-07,75,10.165054541,70.8,33.323009758,Summer,219,Aug,1998
chic,1998-08-08,77,18.396289987,70.7,33.303726012,Summer,220,Aug,1998
chic,1998-08-09,77,20.84949556,70.1,36.2322549247,Summer,221,Aug,1998
chic,1998-08-10,76,27.5290892456,68.5,35.2871970862,Summer,222,Aug,1998
chic,1998-08-11,71,23.3655676951,63.4,36.4965634774,Summer,223,Aug,1998
chic,1998-08-12,70,28.8401954444,60.9,31.164059086,Summer,224,Aug,1998
chic,1998-08-13,71,30.8704768282,60.2,40.0099010135,Summer,225,Aug,1998
chic,1998-08-14,71,25.8029403106,64.4,64.001636551,Summer,226,Aug,1998
chic,1998-08-15,71,20.894346197,64.3,29.805201812,Summer,227,Aug,1998
chic,1998-08-16,72,27.0144643996,62.9,24.020920297,Summer,228,Aug,1998
chic,1998-08-17,75,22.6095858615,69,52.935520848,Summer,229,Aug,1998
chic,1998-08-18,68,20.985742711,63.9,14.923582222,Summer,230,Aug,1998
chic,1998-08-19,69,20.1389224,55.1,36.8056473833,Summer,231,Aug,1998
chic,1998-08-20,73,24.5445333393,65.4,61.811172162,Summer,232,Aug,1998
chic,1998-08-21,80,30.9977035388,70.8,48.809466951,Summer,233,Aug,1998
chic,1998-08-22,78,32.911344167,69.5,47.871611722,Summer,234,Aug,1998
chic,1998-08-23,81,43.65434527,71.2,62.912820513,Summer,235,Aug,1998
chic,1998-08-24,76,17.91473364,71.4,51.80922411,Summer,236,Aug,1998
chic,1998-08-25,76,24.3012355324,63.9,29.84757326,Summer,237,Aug,1998
chic,1998-08-26,73,25.2643930186,60.9,33.8063644692,Summer,238,Aug,1998
chic,1998-08-27,72,26.2127588129,64.5,34.0073191787,Summer,239,Aug,1998
chic,1998-08-28,69,12.252004928,66.4,35.8173534802,Summer,240,Aug,1998
chic,1998-08-29,76,20.437929217,63.1,26.803617216,Summer,241,Aug,1998
chic,1998-08-30,70,21.8166574585,55.7,16.897385948,Summer,242,Aug,1998
chic,1998-08-31,69,18.754114763,54.6,28.773397436,Summer,243,Aug,1998
chic,1998-09-01,69,16.846573684,58.5,54.734935897,Summer,244,Sep,1998
chic,1998-09-02,65,20.300591745,50.1,45.754463706,Summer,245,Sep,1998
chic,1998-09-03,68,23.6064544019,57.9,50.721199633,Summer,246,Sep,1998
chic,1998-09-04,69,35.041252389,54.2,29.663507326,Summer,247,Sep,1998
chic,1998-09-05,70,31.39586058,61.4,51.603330003,Summer,248,Sep,1998
chic,1998-09-06,81,47.562107981,70.4,47.582509157,Summer,249,Sep,1998
chic,1998-09-07,66,28.2680302611,57.1,22.494597073,Summer,250,Sep,1998
chic,1998-09-08,63,16.02455557,46.9,16.260967283,Summer,251,Sep,1998
chic,1998-09-09,63,14.496965917,50.3,17.549542123,Summer,252,Sep,1998
chic,1998-09-10,63,14.396724532,52.8,53.557783882,Summer,253,Sep,1998
chic,1998-09-11,71,27.5051840462,53.1,48.598992674,Summer,254,Sep,1998
chic,1998-09-12,74,35.197508215,56.7,60.700641025,Summer,255,Sep,1998
chic,1998-09-13,74,35.250906615,62.7,68.730860806,Summer,256,Sep,1998
chic,1998-09-14,72,21.4565190478,67.5,48.292535171,Summer,257,Sep,1998
chic,1998-09-15,70,14.426676287,67,16.598992673,Summer,258,Sep,1998
chic,1998-09-16,72,23.6982515735,64.9,17.612728933,Summer,259,Sep,1998
chic,1998-09-17,68,27.0001302082,58.4,27.649984212,Summer,260,Sep,1998
chic,1998-09-18,68,27.2721733865,57.8,42.493259142,Summer,261,Sep,1998
chic,1998-09-19,72,35.912205892,60.9,66.419083317,Summer,262,Sep,1998
chic,1998-09-20,76,19.904284957,66.3,48.979751931,Summer,263,Sep,1998
chic,1998-09-21,63,12.86014266,51.8,13.364138258,Summer,264,Sep,1998
chic,1998-09-22,58,18.149066907,47.7,10.353149248,Summer,265,Sep,1998
chic,1998-09-23,56,10.250315081,41.5,28.457013389,Summer,266,Sep,1998
chic,1998-09-24,59,6.447717861,53.6,44.375546347,Summer,267,Sep,1998
chic,1998-09-25,66,10.824085701,64.1,73.584337555,Summer,268,Sep,1998
chic,1998-09-26,79,36.950895869,65.8,55.41970033,Summer,269,Sep,1998
chic,1998-09-27,73,30.3256718846,63.8,33.6475243686,Summer,270,Sep,1998
chic,1998-09-28,63,17.531916887,52.5,30.691480413,Summer,271,Sep,1998
chic,1998-09-29,63,6.846173571,57,48.61341733,Summer,272,Sep,1998
chic,1998-09-30,64,13.366191158,57.9,40.5852564099,Summer,273,Sep,1998
chic,1998-10-01,53,9.787839418,35.7,11.500091573,Autumn,274,Oct,1998
chic,1998-10-02,49,10.815868702,41.9,23.402332422,Autumn,275,Oct,1998
chic,1998-10-03,55,19.16943672,49.3,5.327014653,Autumn,276,Oct,1998
chic,1998-10-04,60,19.16419304,50.3,8.296794873,Autumn,277,Oct,1998
chic,1998-10-05,65,9.779308246,61.4,42.2885531132,Autumn,278,Oct,1998
chic,1998-10-06,65,9.216620178,61.2,15.343498173,Autumn,279,Oct,1998
chic,1998-10-07,56,3.875538142,49.2,15.313278383,Autumn,280,Oct,1998
chic,1998-10-08,54,11.312216669,44.8,13.004655153,Autumn,281,Oct,1998
chic,1998-10-09,53,4.484221248,45.6,34.2720695967,Autumn,282,Oct,1998
chic,1998-10-10,53,7.984733488,46.4,57.277564102,Autumn,283,Oct,1998
chic,1998-10-11,56,19.486336086,49.1,36.3902014649,Autumn,284,Oct,1998
chic,1998-10-12,60,10.046639336,46.9,42.4588827835,Autumn,285,Oct,1998
chic,1998-10-13,49,5.860236035,36.8,22.489102563,Autumn,286,Oct,1998
chic,1998-10-14,48,4.287028161,40.4,26.741853511,Autumn,287,Oct,1998
chic,1998-10-15,58,6.190887323,48.4,30.425915751,Autumn,288,Oct,1998
chic,1998-10-16,68,23.3269031518,57.2,50.428663003,Autumn,289,Oct,1998
chic,1998-10-17,67,22.9477124987,64.4,56.467124542,Autumn,290,Oct,1998
chic,1998-10-18,57,15.735796133,48.1,10.530311353,Autumn,291,Oct,1998
chic,1998-10-19,52,7.957596869,39.2,27.4753663,Autumn,292,Oct,1998
chic,1998-10-20,50,9.537845925,33.9,21.081354913,Autumn,293,Oct,1998
chic,1998-10-21,48,9.515268266,34.5,11.458882783,Autumn,294,Oct,1998
chic,1998-10-22,45,6.525605717,31.1,21.431410253,Autumn,295,Oct,1998
chic,1998-10-23,52,6.877799543,36.3,50.61547619,Autumn,296,Oct,1998
chic,1998-10-24,54,10.282627583,38.9,55.728113553,Autumn,297,Oct,1998
chic,1998-10-25,55,7.278930329,44.8,37.780311355,Autumn,298,Oct,1998
chic,1998-10-26,62,9.445527954,49.7,55.812786065,Autumn,299,Oct,1998
chic,1998-10-27,63,4.563178739,58.6,86.69514652,Autumn,300,Oct,1998
chic,1998-10-28,54,11.918289853,52.3,14.733608063,Autumn,301,Oct,1998
